주소,"강서지구 3,37.5901984197481, 126.81362533492893","중랑천 2,37.6030830331226, 127.072105737988","안양천  3,37.513562487735406, 126.87461172643478","탄천 2,37.49508293706438, 127.10150560559426","원천리천 3,37.26481224039535, 127.04976224622416","서호 3,37.280408134249136, 126.98755251443214","안성천 1,36.99139105195746, 127.20539544460591","경안천 2,37.309938272435886, 127.23553552424399","상패천 2,37.91927602221171, 127.05389142205611","왕송호수 3,37.30748917786908, 126.94731063485848","황구지천 2,37.20796105720859, 127.02548060229643","문산천 2,37.854639694880476, 126.75854096959318","포천천 2,37.89531095584674, 127.20096778249416","진위천 2,37.09793604326866, 127.08393302456683","남한강 2,37.460459499061464, 127.49638603216884","청미천 1,37.12186508716677, 127.39487102679448","시화호 1,37.30574012802834, 126.67318900588819","한강하구 1,37.63900600625263, 126.7392737093319","남양호 2,37.014705010495824, 126.80548911195082","화성호 2,37.11569165016753, 126.68399070425345","임진강 2,37.78837469359229, 126.66443256564555","팔당호 2,37.517786765600256, 127.30085067928745","공릉천 1,37.71153311751638, 126.84431089180522","천수만 1,36.606686550264854, 126.42022590245743","송정저수지 2,36.776518685002266, 127.37727865534171","도당천 2,36.80714447844311, 126.52479040293552","논산천 2,36.18278993438778, 127.13602531594704","풍세천 1,36.73350817705159, 127.1244086501327","곡교천 1,36.71877449174619, 127.15174380564193","금강호 2,36.003067864761206, 126.7392621031086","병천천 2,36.725838913572076, 127.33975466921613","간월호 2,36.64982878482214, 126.45513048255029","봉강천 1,36.764423602867765, 127.09015473839389","삽교호 2,36.871878675924705, 126.8408688154442","해미천 2,36.702223625170994, 126.56263020795463","봉선저수지 2,36.122350318713586, 126.77672013431376","아산호 2,36.90267012782007, 126.90366071698058","잠홍지 2,36.86183091315654, 126.49751943843305","석문간척지 2,36.98373310641944, 126.54384726738202","대호 2,37.018417616519976, 126.48222083422783","무한천 2,36.71991194571029, 126.82242403818584","부남호 2,36.67319913351787, 126.35083023955421","조류지 2,35.7835057158404, 126.63542818010029","금강하구둑 1,36.019581075069965, 126.74774856012905","만경강 1,35.892198153374686, 126.99399821147692","동림저수지 1,35.549802869235755, 126.71940396468966","동진강 1,35.68373784028254, 126.86079504883465","원평천 3,35.74647979945319, 126.93850431156142","전주천 2,35.802060277740146, 127.1716072485318","산수저수지 2,36.6994319040145, 126.56852268525259","함평대동저수지 2,35.13211104219479, 126.50607906456341","사내간척지 2,34.46251975253601, 126.7333378843619","만덕간척지 2,34.56578321910065, 126.7615639132014","고막원천 2,35.06842526203833, 126.59162469994376","주암댐 2,35.06371924138319, 127.23767782670512","영산강 2,34.76893810284395, 126.35098968807019","영암호 1,34.69724570173779, 126.47537026437189","고천암 2,34.52161252340564, 126.47457655553478","순천만 1,34.88677475630541, 127.50729078209247","금호호 1,34.62057239836871, 126.39840653700985","강진만 2,34.490791668173664, 126.77354817448324","지석천 2,35.00917066621701, 126.9113644244127","우습제 2,34.94017348080215, 126.57951161334536","담양습지 3,35.24009556727233, 126.88387920926465","황룡강 2,35.32701483996603, 126.79783650573678","한탄강 2,38.20119540754313, 127.27737191150247","토교저수지 2,38.28934502892065, 127.28936308358267","섬강 1,37.500690845580344, 127.99213918049267","철원평야 2,38.29310283134329, 127.21422992889252","남대천 3,37.75220997167653, 128.90134105532326","소양강 하류 2,37.89698617983393, 127.7454239624107","원주천 2,37.382704055767405, 127.94147033377192","남대천 3,38.107964222902496, 128.64361106592784","보강천 2,36.786518139596225, 127.57854158748","백곡지 2,36.86662724997134, 127.39976155953663","미호천 1,36.5162887821276, 127.31976281396229","무심천 2,36.58091002074261, 127.50346917018088","충주호 3,36.96033958118106, 128.0662729272722","안심습지 3,35.86502982622569, 128.74718716576282","형산강 1,35.92345596127968, 129.23887659738637","김천 2,36.09212308013244, 128.12331495113736","구미 3,36.18780476544952, 128.3702147007899","낙동강 2,35.83992615966229, 128.46110345037778","금호강 1,35.8174026069283, 128.48104618415317","낙동강하구 2,35.104959005687974, 128.9459320237596","태화강 3,35.53764149997886, 129.36999476035592","장척저수지 3,35.43456283906837, 128.49224351135572","양산천 2,35.32377076603513, 129.02006984526182","양산발생지 3,35.470702520283716, 129.26921645925657","낙동강 2,35.349387768425835, 128.9331287407582","주남저수지 3,35.3148538085958, 128.67272531322178","창녕우포 3,35.551935684595, 128.4139408551069","사천만 3,35.03397029572857, 128.0309809363544","목포늪 3,35.56254130753707, 128.40618339231","사지포 3,35.561613790429384, 128.4333952070682","산남저수지 3,35.35126887288887, 128.17443850327453","동판저수지 2,35.30133784622012, 128.68634622602417","화포천 2,35.31163742899077, 128.7875952437551","낙동강 3,35.27987524642292, 129.009763931276","하도리 2,33.51695001412742, 126.8838772052322","용수저수지 2,33.31741751732376, 126.18752882294538","오조리 3,33.463866194337236, 126.91796178149626","종달리 3,33.49242412098807, 126.89071411147393"
대구광역시 달성군,248.12,236.7,238.07,225.12,206.64,211.37,174.22,201.39,268.13,215.94,202.97,275.07,259.99,190.22,205.19,176.18,231.64,256.38,200.48,216.02,273.68,218.5,257.65,202.82,146.09,205.87,125.09,158.44,155.53,154.54,144.12,202.25,163.01,187.59,196.8,153.89,185.63,211.27,215.94,222.63,178.51,211.69,162.02,154.09,130.24,156.67,142.14,134.74,113.68,196.19,188.46,212.46,202.74,184.28,133.98,219.48,214.26,225.97,129.51,224.92,207.62,161.95,191.87,152.17,155.94,288.63,297.43,195.89,300.16,223.85,243.77,184.09,260.14,136.03,152.6,129.48,122.37,135.84,30.19,74.63,44.9,46.28,7.74,6.53,87.85,88.8,38.21,73.14,82.92,65.54,55.59,24.81,90.0,23.69,23.68,52.5,57.46,60.73,75.93,288.19,341.87,291.88,290.28
인천광역시 중구,21.31,42.24,22.76,42.41,44.4,38.83,74.49,57.22,62.45,34.21,46.35,44.03,69.26,58.48,77.22,78.8,19.23,21.1,53.58,40.2,35.18,60.13,32.92,98.06,102.47,74.62,150.68,93.62,96.22,163.87,104.75,92.8,89.15,69.69,85.95,150.91,68.24,68.93,54.92,52.12,85.7,92.2,187.95,162.09,178.97,214.12,200.19,194.14,192.26,86.23,260.59,334.99,323.6,267.48,273.62,301.75,309.02,328.53,298.44,317.9,331.98,275.28,281.75,249.48,239.23,99.29,107.98,120.96,104.91,203.18,109.52,116.99,191.16,114.18,96.5,123.21,126.43,140.09,260.64,290.1,203.68,211.34,244.8,247.87,335.8,326.61,281.78,321.28,325.02,313.96,302.2,267.06,299.28,265.69,267.24,273.87,304.14,308.83,324.36,440.62,463.84,446.69,443.38
인천광역시 동구,19.83,40.45,20.89,40.51,42.79,37.26,73.18,55.41,61.31,32.62,44.9,43.54,67.86,57.16,75.31,77.15,18.88,20.22,53.04,39.99,35.02,58.22,31.82,98.44,101.23,74.88,150.11,92.73,95.31,163.77,103.61,93.14,88.28,69.19,86.1,150.75,67.58,69.27,55.21,52.61,85.33,92.73,187.96,161.98,178.64,214.06,200.0,193.88,191.78,86.37,260.68,334.95,323.54,267.52,273.24,301.92,309.12,328.63,297.94,318.04,331.91,275.12,281.79,249.32,239.12,98.19,106.95,119.05,103.97,201.29,107.8,115.08,189.39,112.77,95.15,122.26,125.26,138.34,259.25,288.55,202.43,209.94,243.52,246.59,334.61,325.17,280.64,320.0,323.62,312.7,301.04,265.91,298.47,264.54,266.08,272.9,302.98,307.63,323.09,440.53,464.02,446.59,443.29
인천광역시 남구,20.13,40.28,20.53,39.94,41.63,36.07,71.9,54.43,61.87,31.44,43.66,44.52,68.2,55.88,74.65,76.01,17.66,21.02,51.76,38.79,36.14,57.69,32.43,97.45,99.93,73.83,148.82,91.41,93.99,162.59,102.3,92.13,86.96,67.91,85.01,149.55,66.27,68.27,54.18,51.69,84.08,91.82,186.81,160.79,177.39,212.89,198.79,192.65,190.51,85.27,259.56,333.78,322.37,266.38,271.99,300.83,308.0,327.51,296.66,316.93,330.74,273.91,280.66,248.12,237.93,98.78,107.59,118.45,104.67,200.84,107.73,114.35,189.23,111.51,93.87,120.94,123.95,137.28,257.99,287.35,201.14,208.68,242.23,245.3,333.3,323.92,279.33,318.71,322.36,311.41,299.73,264.6,297.15,263.23,264.77,271.58,301.67,306.32,321.8,439.35,462.93,445.4,442.1
인천광역시 연수구,23.31,40.83,20.8,38.53,36.6,30.91,65.94,50.5,65.56,26.38,38.06,49.93,70.9,49.94,72.45,71.06,11.62,26.01,45.39,32.75,42.07,56.24,36.57,92.23,93.85,68.42,142.43,85.02,87.61,156.56,96.1,86.84,80.56,61.57,79.39,143.47,59.86,63.04,48.89,46.89,77.81,86.95,180.92,154.75,171.12,206.9,192.66,186.45,184.16,79.63,253.78,327.8,316.37,260.51,265.69,295.16,302.21,321.72,290.29,311.21,324.73,267.8,274.79,242.0,231.88,102.5,111.52,116.41,108.87,199.55,108.42,111.63,189.39,105.75,87.99,114.58,117.78,132.74,252.17,281.92,195.07,202.89,236.21,239.27,327.15,318.22,273.12,312.69,316.56,305.36,293.54,258.4,290.74,257.03,258.58,265.23,295.49,300.19,315.75,433.31,457.26,439.35,436.06
인천광역시 남동구,17.46,34.67,14.62,33.08,34.69,29.27,65.81,47.09,59.66,24.61,37.21,45.35,64.72,49.82,67.53,68.95,16.57,21.32,48.55,37.12,38.38,50.85,31.01,97.47,94.04,73.51,145.15,86.69,89.18,160.6,96.68,92.01,82.33,64.72,84.2,147.39,62.46,68.33,54.16,52.55,81.29,92.47,185.21,158.77,174.5,211.0,196.44,190.03,187.12,84.41,258.23,331.9,320.43,264.82,268.9,299.78,306.66,326.15,293.11,315.75,328.78,271.59,279.12,245.81,235.84,96.57,105.66,111.41,103.15,194.14,102.29,107.1,183.4,105.07,87.62,115.97,118.24,130.03,251.56,280.52,195.13,202.22,236.12,239.2,327.46,317.34,273.66,312.59,315.91,305.35,293.97,258.9,292.56,257.53,259.04,266.45,295.91,300.44,315.73,437.26,461.86,443.26,440.0
인천광역시 부평구,12.29,32.67,13.49,33.52,39.56,34.44,71.55,50.39,54.35,29.82,42.74,38.78,60.34,55.64,68.54,73.33,22.79,14.75,55.25,43.65,31.69,51.08,25.17,103.63,99.87,79.76,151.79,93.13,95.58,167.24,102.7,98.21,88.8,71.41,90.6,154.05,69.11,74.45,60.29,58.33,87.98,98.39,191.81,165.42,181.2,217.64,203.12,196.72,193.79,90.83,264.79,338.54,327.07,271.41,275.59,306.28,313.22,332.71,299.76,322.28,335.43,278.27,285.71,252.49,242.51,91.3,100.23,112.06,97.5,193.86,99.95,108.56,181.57,110.38,93.15,122.29,124.17,133.65,256.8,285.19,200.8,207.44,241.7,244.78,333.24,322.39,279.57,318.14,321.12,310.95,299.81,264.79,298.98,263.42,264.9,272.66,301.75,306.2,321.33,443.92,468.37,449.93,446.67
인천광역시 계양구,8.9,30.36,12.36,32.42,40.97,36.1,73.48,50.71,50.75,31.56,44.59,35.32,56.95,57.66,67.47,74.23,26.38,11.3,58.43,47.13,28.64,49.7,21.51,107.26,101.83,83.37,154.74,95.74,98.15,170.61,104.84,101.83,91.45,74.57,94.16,157.39,72.09,78.08,63.91,61.98,91.21,102.04,195.24,168.78,184.36,221.02,206.41,199.95,196.8,94.38,268.26,341.91,330.44,274.85,278.69,309.79,316.69,336.18,302.71,325.77,338.78,281.56,289.15,255.79,245.84,87.7,96.6,110.7,93.85,191.98,97.23,107.63,179.01,111.9,94.87,124.75,126.21,133.96,258.2,286.14,202.58,208.83,243.38,246.46,335.08,323.62,281.55,319.79,322.47,312.64,301.72,266.75,301.53,265.38,266.84,274.96,303.66,308.02,323.01,447.25,471.88,453.25,450.0
인천광역시 서구,13.11,35.49,17.87,37.94,45.43,40.32,77.4,55.92,53.22,35.69,48.6,35.14,60.38,61.46,72.98,79.11,26.66,11.8,60.12,47.79,27.03,55.19,23.68,106.82,105.7,83.18,156.95,98.65,101.14,171.6,108.48,101.5,94.28,76.31,94.3,158.5,74.26,77.64,63.55,61.06,92.71,101.19,195.95,169.79,186.01,221.94,207.67,201.4,198.83,94.55,268.78,342.85,331.41,275.54,280.51,310.11,317.22,336.72,304.89,326.19,339.78,282.81,289.82,257.02,246.92,90.02,98.68,116.18,95.61,197.26,101.86,113.15,183.78,116.26,99.03,127.91,129.97,139.19,262.68,290.99,206.67,213.31,247.57,250.65,339.08,328.25,285.39,324.02,326.99,316.82,305.65,270.61,304.52,269.24,270.73,278.36,307.59,312.05,327.2,448.34,472.21,454.38,451.09
인천광역시 강화군,33.51,53.82,42.78,60.83,72.96,68.02,105.21,81.86,53.28,63.43,76.39,26.63,64.77,89.27,94.35,105.99,51.66,25.13,86.07,72.24,16.19,75.96,31.57,126.88,133.51,104.5,183.16,125.94,128.5,195.14,136.25,121.98,121.51,102.14,116.31,182.41,100.77,98.37,84.96,80.96,117.93,119.96,218.67,193.41,211.05,245.13,231.76,225.98,224.62,116.65,290.71,365.83,354.53,297.93,305.76,331.32,339.06,358.59,330.83,347.68,362.93,306.73,312.16,280.94,270.45,85.69,92.58,135.25,87.98,212.18,111.7,134.34,193.28,143.9,126.78,155.4,157.78,164.62,290.19,317.82,234.46,240.82,275.32,278.4,366.89,355.55,313.2,351.75,354.45,344.58,333.46,298.42,331.72,297.06,298.54,305.97,335.4,339.85,354.96,471.66,493.24,477.79,474.43
인천광역시 옹진군,22.32,42.15,22.27,41.37,41.73,36.09,71.4,55.05,64.11,31.5,43.42,46.62,70.39,55.4,75.9,76.17,15.99,23.22,50.29,37.03,38.08,59.13,34.67,95.35,99.32,71.79,147.39,90.32,92.93,160.77,101.55,90.05,85.85,66.42,83.03,147.78,64.94,66.18,52.12,49.54,82.47,89.66,184.93,158.99,175.75,211.04,197.04,190.95,188.99,83.3,257.63,331.93,320.53,264.47,270.39,298.85,306.06,325.57,295.17,314.97,328.9,272.15,278.75,246.35,236.13,101.03,109.83,119.76,106.91,202.38,109.68,115.45,191.09,111.18,93.44,119.92,123.24,137.67,257.61,287.25,200.54,208.33,241.67,244.74,332.61,323.63,278.56,318.15,322.0,310.82,298.99,263.84,295.97,262.48,264.03,270.59,300.94,305.65,321.22,437.53,460.95,443.59,440.29
광주광역시 동구,271.95,273.53,263.29,261.68,235.87,237.4,206.75,242.23,308.59,240.35,229.45,301.54,306.71,217.52,262.42,223.74,241.19,277.69,208.05,220.06,294.72,265.88,285.35,168.62,185.84,188.15,116.87,177.44,176.08,96.74,179.62,172.44,180.58,192.04,176.06,109.36,195.33,194.59,207.16,211.93,175.24,177.46,75.52,98.42,83.21,48.55,60.05,66.78,76.33,175.65,37.97,77.96,66.19,31.38,30.03,66.92,64.49,80.62,60.5,75.54,74.14,15.26,38.78,11.05,23.12,341.18,351.03,278.78,350.89,339.51,314.58,264.92,363.35,191.7,196.06,156.5,167.89,226.39,183.43,226.65,151.1,174.65,159.17,159.58,184.0,226.15,145.97,191.46,215.91,183.9,160.0,142.53,101.55,142.23,144.53,115.88,161.07,170.33,190.13,181.19,214.29,187.05,183.9
광주광역시 서구,271.21,273.04,262.6,261.23,235.37,236.83,206.49,241.95,308.06,239.74,228.94,300.76,306.31,217.08,262.38,223.68,240.28,276.88,207.27,219.14,293.85,265.63,284.64,167.21,185.88,186.96,116.75,177.12,175.81,95.62,179.62,171.1,180.2,191.3,174.89,108.39,194.67,193.38,206.05,210.75,174.46,175.99,73.92,97.33,82.84,46.87,59.19,66.25,76.65,174.49,35.0,77.99,66.23,28.71,33.09,65.03,63.14,79.7,63.46,74.19,74.29,15.99,36.81,9.82,21.2,340.81,350.67,279.19,350.47,340.5,314.65,265.34,364.01,192.02,196.09,156.57,168.22,227.17,185.84,229.16,152.81,176.46,161.47,161.93,187.02,228.96,148.75,194.37,218.74,186.79,162.9,145.16,104.61,144.85,147.17,118.69,163.98,173.24,193.07,181.81,213.97,187.72,184.53
광주광역시 남구,273.34,275.08,264.72,263.26,237.41,238.9,208.43,243.9,310.12,241.83,230.99,302.91,308.31,219.1,264.22,225.53,242.47,279.04,209.42,221.34,296.03,267.57,286.77,169.53,187.68,189.23,118.62,179.09,177.75,97.87,181.44,173.41,182.19,193.43,177.15,110.6,196.78,195.66,208.3,213.02,176.6,178.32,76.27,99.57,84.82,49.23,61.35,68.29,78.29,176.75,36.04,76.14,64.37,29.17,31.46,64.53,62.16,78.4,61.52,73.22,72.37,13.79,36.39,12.03,23.57,342.8,352.66,280.79,352.48,341.73,316.44,266.94,365.46,193.67,197.89,158.35,169.87,228.55,185.78,228.97,153.47,177.03,161.54,161.94,185.89,228.31,148.15,193.51,218.04,185.98,162.07,144.8,103.28,144.51,146.81,118.04,163.13,172.39,192.16,179.71,212.31,185.61,182.43
광주광역시 북구,268.81,270.48,260.16,258.64,232.81,234.31,203.79,239.26,305.52,237.25,226.39,298.38,303.69,214.48,259.57,220.88,238.0,274.53,204.89,216.87,291.54,262.93,282.22,165.34,183.04,184.9,113.98,174.45,173.12,93.49,176.79,169.18,177.57,188.9,172.81,106.15,192.21,191.34,203.93,208.69,172.08,174.19,72.25,95.18,80.2,45.28,56.86,63.7,73.68,172.41,37.19,80.78,69.02,31.41,32.06,68.13,66.29,82.8,62.92,77.34,77.02,18.33,39.9,7.77,19.92,338.17,348.03,276.2,347.87,337.37,311.79,262.35,360.95,189.06,193.25,153.71,165.26,224.09,183.0,226.4,149.68,173.36,158.57,159.04,185.11,226.54,146.3,192.15,216.39,184.54,160.66,142.53,102.98,142.2,144.53,116.3,161.77,171.02,190.91,184.28,216.92,190.17,187.0
광주광역시 광산구,272.51,275.07,264.08,263.38,237.44,238.69,209.22,244.57,309.97,241.46,230.94,301.93,308.58,219.32,265.65,226.94,241.12,277.97,208.52,219.96,294.77,268.33,286.03,166.58,189.45,187.0,120.06,179.73,178.54,96.15,183.11,170.69,182.64,192.68,175.01,109.3,196.3,193.36,206.29,210.79,175.75,175.14,73.03,97.95,85.64,46.12,60.82,68.76,81.23,174.64,26.17,75.48,63.86,20.01,41.26,57.67,57.1,74.63,70.8,68.04,72.16,18.02,29.52,13.87,20.85,343.17,353.02,283.65,352.66,346.3,318.19,269.82,369.04,196.29,199.63,160.27,172.57,232.55,194.36,237.81,160.2,184.04,169.87,170.37,195.78,237.84,157.62,203.25,227.63,195.68,171.78,153.94,113.19,153.62,155.94,127.58,172.87,182.12,201.93,180.61,210.13,186.67,183.36
대전광역시 동구,153.11,147.52,143.2,135.23,111.9,115.42,78.74,112.65,182.2,119.54,106.7,182.3,177.47,93.42,127.74,90.19,130.57,160.65,97.25,112.71,178.51,134.76,164.77,98.15,52.1,99.65,32.01,55.38,52.71,72.86,47.13,96.95,59.92,82.94,90.78,64.4,82.05,105.08,110.37,117.02,72.46,106.55,94.25,71.33,62.41,107.57,87.97,78.18,62.18,90.17,156.7,215.82,204.09,158.76,140.2,198.55,200.27,218.02,158.57,211.03,211.73,152.98,171.85,129.86,124.54,210.64,220.34,140.53,221.3,205.24,178.1,126.67,225.73,53.89,61.85,25.72,30.2,90.39,126.32,165.97,64.78,83.24,104.57,107.4,190.11,192.75,135.13,178.87,188.32,170.94,156.06,120.84,151.36,119.51,121.35,125.0,158.0,163.76,181.22,315.14,352.52,320.48,317.73
대전광역시 중구,150.63,145.4,140.75,133.11,109.55,112.98,76.5,110.69,180.17,117.05,104.26,179.9,175.63,90.99,126.36,88.57,127.73,158.11,94.28,109.72,175.97,132.99,162.4,94.84,50.29,96.33,30.13,52.55,49.92,70.98,45.09,93.61,57.07,79.85,87.44,62.1,79.08,101.78,107.17,113.81,69.2,103.21,92.89,69.4,61.63,106.95,87.4,77.68,62.41,86.83,156.34,216.36,204.62,158.62,141.3,198.35,200.3,218.18,160.18,211.02,212.31,153.47,171.83,130.09,124.47,208.94,218.66,140.16,219.54,205.94,177.07,126.31,225.8,53.13,60.18,23.07,29.31,91.05,129.65,169.24,68.11,86.43,107.91,110.73,193.29,196.09,138.29,182.15,191.66,174.21,159.24,124.03,153.82,122.71,124.56,127.85,161.18,166.98,184.49,316.14,352.95,321.51,318.74
대전광역시 서구,146.34,141.46,136.49,129.18,105.39,108.73,72.48,106.95,176.33,112.76,100.02,175.68,171.98,86.77,123.27,85.22,123.14,153.77,89.62,105.05,171.64,129.45,158.21,90.57,46.82,91.68,29.37,48.0,45.41,69.88,41.37,89.23,52.49,75.14,82.89,60.31,74.42,97.1,102.43,109.07,64.48,98.85,92.58,68.22,62.29,107.72,88.27,78.67,64.43,82.28,157.42,218.59,206.83,159.99,144.25,199.63,201.88,219.93,163.7,212.54,214.59,155.67,173.35,131.97,125.97,205.45,215.2,138.34,215.97,205.55,174.38,124.53,224.52,50.98,56.85,18.78,27.25,90.71,134.07,173.37,72.51,90.37,112.49,115.33,198.03,200.59,143.02,186.85,196.23,178.92,163.98,128.77,158.14,127.44,129.29,132.46,165.91,171.71,189.2,318.9,355.02,324.33,321.52
대전광역시 유성구,144.79,140.26,134.98,127.98,104.0,107.23,71.23,105.92,175.19,111.22,98.54,174.2,171.02,85.32,122.74,84.53,121.24,152.17,87.6,102.99,170.03,128.58,156.76,87.99,46.09,89.21,28.08,46.18,43.64,68.28,40.45,86.65,50.64,72.98,80.35,58.42,72.4,94.66,100.12,106.75,62.09,96.27,91.32,66.59,61.57,107.0,87.63,78.1,64.47,79.74,156.84,218.66,206.9,159.58,144.79,199.14,201.58,219.71,164.64,212.2,214.7,155.74,173.01,131.86,125.64,204.59,214.36,138.62,215.06,206.59,174.1,124.83,225.08,51.17,56.21,17.43,27.64,91.83,136.63,175.95,75.08,92.94,115.01,117.84,200.33,203.14,145.3,189.28,198.75,181.33,166.27,131.08,159.78,129.76,131.62,134.45,168.21,174.06,191.6,319.31,354.97,324.76,321.93
대전광역시 대덕구,148.25,142.99,138.37,130.71,107.15,110.59,74.09,108.29,177.77,114.67,101.87,177.5,173.24,88.6,124.05,86.21,125.45,155.74,92.06,107.52,173.6,130.61,160.0,93.57,47.91,94.59,30.99,50.26,47.61,71.73,42.69,92.22,54.79,77.72,85.85,62.49,76.86,99.98,105.17,111.82,67.3,101.84,94.01,70.11,63.15,108.53,89.02,79.33,64.41,85.24,158.04,218.45,206.7,160.43,143.57,200.13,202.19,220.12,162.55,212.89,214.41,155.54,173.69,132.06,126.32,206.57,216.3,138.17,217.16,204.47,174.84,124.33,224.0,51.02,57.83,20.71,27.2,89.58,131.08,170.37,69.52,87.4,109.55,112.4,195.32,197.61,140.34,184.01,193.28,176.09,161.28,126.05,156.2,124.72,126.55,130.12,163.22,168.96,186.38,318.37,354.99,323.75,320.97
울산광역시 중구,317.91,303.08,308.12,292.54,277.95,283.21,247.7,269.52,330.88,287.88,275.39,342.34,320.88,263.54,266.72,244.77,306.37,326.39,277.7,292.97,342.75,282.62,325.59,285.98,220.95,287.11,209.33,236.77,233.84,238.84,220.35,285.04,241.2,266.33,278.82,238.43,263.5,292.12,295.33,302.01,259.16,294.59,244.79,238.45,214.13,236.4,223.77,217.2,196.88,278.21,260.92,266.79,259.24,254.85,198.22,285.26,277.33,285.07,182.35,287.04,262.06,228.42,259.59,224.94,231.19,345.01,352.76,245.88,356.59,245.74,294.93,236.9,288.85,207.61,225.54,209.37,199.18,191.86,62.24,40.26,123.55,110.67,84.25,81.7,62.44,4.89,77.55,39.35,12.39,43.69,66.15,83.13,132.29,83.81,81.35,107.67,65.71,57.1,43.51,319.97,381.91,322.1,321.5
울산광역시 남구,319.8,305.09,309.99,294.5,279.75,284.99,249.38,271.44,333.02,289.65,277.14,344.33,323.06,265.24,268.85,246.65,308.03,328.27,279.2,294.49,344.67,284.68,327.55,286.97,222.53,288.32,210.09,238.18,235.24,239.24,221.86,286.08,242.61,267.73,279.95,239.0,264.95,293.37,296.69,303.38,260.41,295.62,244.89,238.87,214.43,236.19,223.75,217.28,197.08,279.34,260.21,265.31,257.84,254.05,197.24,284.2,276.17,283.74,180.99,285.82,260.59,227.46,258.65,224.29,230.68,347.33,355.11,248.27,358.92,248.53,297.34,239.22,291.59,209.32,227.22,210.65,200.64,194.04,63.61,43.01,124.73,112.29,85.11,82.5,59.97,3.67,76.82,37.25,9.82,41.96,64.77,82.89,130.83,83.61,81.15,106.85,64.26,55.52,41.28,317.8,379.9,319.89,319.32
울산광역시 동구,328.36,313.49,318.57,302.96,288.41,293.67,258.14,279.96,341.2,298.33,285.84,352.75,331.14,273.99,277.04,255.22,316.8,336.84,288.07,303.35,353.18,292.99,336.01,295.9,231.36,297.26,218.95,247.09,244.15,247.86,230.72,295.02,251.52,276.64,288.89,247.74,273.84,302.31,305.61,312.3,269.36,304.56,253.21,247.51,222.96,244.13,231.94,225.58,205.51,288.28,267.3,270.53,263.31,260.95,203.77,290.51,282.23,289.37,186.61,291.76,265.84,234.05,265.24,231.52,238.13,355.11,362.81,255.85,366.68,254.09,304.86,247.0,297.52,218.05,235.98,219.59,209.53,202.14,72.52,49.24,133.68,121.09,94.01,91.39,61.66,5.58,84.08,41.19,13.88,47.1,70.65,90.89,136.26,91.66,89.19,113.84,69.95,60.92,44.56,320.47,383.25,322.39,321.93
울산광역시 북구,318.68,303.69,308.91,293.2,278.84,284.12,248.73,270.25,331.28,288.78,276.33,342.95,321.2,264.55,267.13,245.56,307.42,327.16,278.94,294.17,343.45,283.13,326.25,287.73,222.1,288.64,211.29,238.12,235.18,241.06,221.57,286.74,242.53,267.68,280.43,240.54,264.79,293.62,296.71,303.38,260.67,296.3,247.2,240.65,216.42,238.98,226.26,219.63,199.24,279.83,263.72,269.77,262.21,257.69,201.12,288.17,280.27,288.03,185.31,289.98,265.03,231.3,262.47,227.72,233.92,345.11,352.81,245.85,356.69,244.7,294.87,237.0,287.96,208.6,226.58,210.86,200.48,192.2,63.71,39.47,125.15,111.8,86.16,83.66,65.13,5.07,80.37,42.24,14.99,46.66,69.12,85.76,135.26,86.41,83.96,110.52,68.69,60.08,46.35,322.84,384.84,324.96,324.37
울산광역시 울주군,316.11,301.82,306.25,291.08,275.78,280.96,245.03,267.87,330.27,285.61,273.0,341.02,320.52,260.95,266.1,242.96,303.6,324.56,274.34,289.69,341.12,281.66,324.12,280.85,217.93,282.7,203.54,233.06,230.13,232.08,217.05,280.07,237.53,262.59,274.14,232.09,259.96,287.84,291.46,298.15,254.9,289.59,237.31,231.74,207.12,228.29,216.05,209.68,189.63,273.53,251.97,257.11,249.6,245.78,188.93,275.89,267.86,275.47,172.73,277.53,252.39,219.16,250.35,216.09,222.54,345.38,353.29,246.75,356.98,249.84,295.86,237.35,292.43,205.13,222.9,205.21,195.69,191.57,58.76,44.63,119.16,107.96,78.91,76.2,53.61,11.69,68.6,29.86,6.21,33.96,56.52,75.02,122.62,75.78,73.31,98.59,56.04,47.38,34.2,310.46,372.26,312.63,312.01
세종특별자치시 세종시,130.44,126.32,120.65,114.06,89.8,92.93,57.32,92.37,161.36,96.87,84.25,159.89,157.53,71.07,110.52,71.95,106.89,137.77,73.41,88.86,155.64,115.36,142.48,78.91,33.85,77.29,35.83,31.77,29.22,72.46,27.66,76.86,36.25,59.12,69.42,60.79,58.21,82.39,86.88,93.55,49.47,86.51,97.23,70.6,70.57,115.48,96.59,87.48,76.16,68.82,165.73,229.95,218.18,169.15,157.59,208.34,211.49,229.95,178.29,221.95,226.11,167.11,182.86,142.67,135.67,191.35,201.15,129.49,201.68,201.06,162.62,115.87,217.03,42.71,44.06,4.83,22.15,87.42,147.66,185.55,86.31,102.13,127.02,129.93,213.8,214.49,158.88,202.08,210.57,194.23,179.78,144.52,174.19,143.18,144.98,148.71,181.72,187.34,204.55,331.58,365.77,337.12,334.22
